@relation 'adult_pre1-weka.filters.unsupervised.attribute.NumericToNominal-R16-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.ReplaceMissingValues-unset-class-temporarily-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.Remove-R3-4,8-9,14-15'

@attribute age {0_25,26_40,41_60,61_max}
@attribute workclass {Private,State-gov,Federal-gov,Self-emp-not-inc,Self-emp-inc,Local-gov,Without-pay,Never-worked}
@attribute education.num {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16}
@attribute marital.status {Single,Married}
@attribute occupation {Exec-managerial,Machine-op-inspct,Prof-specialty,Other-service,Adm-clerical,Craft-repair,Transport-moving,Handlers-cleaners,Sales,Farming-fishing,Tech-support,Protective-serv,Armed-Forces,Priv-house-serv}
@attribute sex {Female,Male}
@attribute capital.gain numeric
@attribute capital.loss numeric
@attribute hours.per.week numeric
@attribute income_nominal {0,1}

@data
26_40,Private,9,Single,Sales,Male,0,2559,48,1
26_40,Private,15,Single,Prof-specialty,Female,0,2559,50,1
26_40,Self-emp-not-inc,16,Single,Prof-specialty,Female,0,2559,60,1
41_60,Private,14,Single,Prof-specialty,Female,0,2559,40,1
26_40,Private,13,Single,Exec-managerial,Male,0,2547,50,1
26_40,Private,14,Single,Exec-managerial,Female,0,2547,40,1
26_40,Private,10,Single,Adm-clerical,Female,0,2547,40,1
26_40,Private,14,Single,Prof-specialty,Female,0,2547,40,1
41_60,Private,9,Married,Prof-specialty,Male,0,2489,15,0
26_40,Private,13,Married,Sales,Female,0,2472,70,1
41_60,Private,9,Married,Sales,Male,0,2467,52,0
61_max,Self-emp-not-inc,9,Married,Farming-fishing,Male,0,2457,40,0
41_60,Private,10,Married,Prof-specialty,Female,0,2457,40,0
41_60,Private,10,Married,Prof-specialty,Male,0,2457,40,0
26_40,Self-emp-not-inc,15,Single,Prof-specialty,Male,0,2444,45,1
26_40,Private,9,Single,Sales,Female,0,2444,72,1
26_40,State-gov,11,Single,Tech-support,Male,0,2444,39,1
26_40,Private,10,Single,Exec-managerial,Female,0,2444,40,1
26_40,Private,14,Single,Sales,Male,0,2444,45,1
0_25,Private,13,Single,Exec-managerial,Male,0,2444,50,1
26_40,Private,10,Single,Craft-repair,Male,0,2444,45,1
26_40,Local-gov,10,Single,Protective-serv,Male,0,2444,40,1
26_40,Private,13,Single,Sales,Female,0,2444,45,1
0_25,Private,11,Single,Craft-repair,Male,0,2444,42,1
26_40,Private,12,Single,Craft-repair,Male,0,2444,70,1
26_40,Self-emp-inc,7,Single,Exec-managerial,Male,0,2444,40,1
26_40,Private,10,Married,Adm-clerical,Female,0,2415,6,1
26_40,Self-emp-not-inc,13,Married,Sales,Male,0,2415,40,1
26_40,Private,15,Married,Prof-specialty,Male,0,2415,40,1
41_60,Self-emp-inc,11,Married,Machine-op-inspct,Male,0,2415,70,1
26_40,Private,14,Married,Exec-managerial,Male,0,2415,60,1
41_60,Self-emp-inc,15,Married,Prof-specialty,Male,0,2415,35,1
26_40,Self-emp-inc,13,Married,Sales,Male,0,2415,60,1
26_40,Self-emp-inc,15,Married,Prof-specialty,Male,0,2415,60,1
26_40,Private,13,Married,Sales,Male,0,2415,55,1
26_40,Self-emp-not-inc,9,Married,Exec-managerial,Male,0,2415,50,1
26_40,Local-gov,15,Married,Prof-specialty,Male,0,2415,45,1
41_60,Self-emp-inc,13,Married,Exec-managerial,Male,0,2415,50,1
26_40,Private,14,Married,Exec-managerial,Female,0,2415,65,1
26_40,Private,13,Married,Exec-managerial,Male,0,2415,60,1
26_40,Private,11,Married,Prof-specialty,Male,0,2415,12,1
26_40,Private,14,Married,Sales,Male,0,2415,65,1
26_40,Private,14,Married,Exec-managerial,Male,0,2415,45,1
0_25,Private,13,Married,Prof-specialty,Male,0,2415,48,1
26_40,Self-emp-inc,10,Married,Exec-managerial,Male,0,2415,55,1
41_60,Self-emp-inc,15,Married,Prof-specialty,Male,0,2415,80,1
0_25,Private,14,Married,Exec-managerial,Male,0,2415,70,1
41_60,Self-emp-not-inc,10,Married,Farming-fishing,Male,0,2415,40,1
26_40,Self-emp-inc,13,Married,Sales,Male,0,2415,50,1
26_40,Self-emp-not-inc,13,Married,Exec-managerial,Male,0,2415,50,1
26_40,Self-emp-not-inc,15,Married,Prof-specialty,Male,0,2415,50,1
26_40,Federal-gov,15,Married,Prof-specialty,Male,0,2415,55,1
41_60,Self-emp-inc,13,Married,Exec-managerial,Male,0,2415,50,1
26_40,Self-emp-inc,14,Married,Prof-specialty,Male,0,2415,55,1
26_40,Private,15,Married,Prof-specialty,Male,0,2415,67,1
26_40,Self-emp-not-inc,13,Married,Sales,Male,0,2415,40,1
26_40,Private,10,Married,Farming-fishing,Male,0,2415,99,1
41_60,Self-emp-inc,13,Married,Farming-fishing,Male,0,2415,60,1
0_25,Self-emp-not-inc,9,Married,Other-service,Female,0,2415,40,1
26_40,Private,13,Married,Adm-clerical,Male,0,2415,35,1
26_40,Self-emp-not-inc,15,Married,Prof-specialty,Male,0,2415,80,1
26_40,Self-emp-inc,11,Married,Craft-repair,Male,0,2415,40,1
26_40,Private,15,Married,Sales,Male,0,2415,99,1
41_60,Private,16,Married,Prof-specialty,Male,0,2415,45,1
26_40,Self-emp-inc,15,Married,Prof-specialty,Male,0,2415,60,1
26_40,Private,16,Married,Prof-specialty,Male,0,2415,55,1
26_40,Self-emp-not-inc,13,Married,Exec-managerial,Male,0,2415,40,1
26_40,Self-emp-not-inc,15,Married,Prof-specialty,Male,0,2415,30,1
26_40,Self-emp-inc,15,Married,Exec-managerial,Female,0,2415,55,1
26_40,Private,13,Married,Sales,Male,0,2415,45,1
26_40,Private,15,Married,Prof-specialty,Male,0,2415,90,1
41_60,Private,10,Married,Sales,Male,0,2415,50,1
26_40,Private,13,Married,Exec-managerial,Female,0,2415,20,1
26_40,Private,13,Married,Exec-managerial,Male,0,2415,60,1
26_40,Self-emp-inc,15,Married,Prof-specialty,Male,0,2415,45,1
41_60,Private,13,Single,Exec-managerial,Male,0,2392,40,1
41_60,Self-emp-inc,13,Married,Exec-managerial,Male,0,2392,75,1
61_max,Self-emp-not-inc,16,Married,Prof-specialty,Male,0,2392,25,1
61_max,Private,16,Married,Prof-specialty,Male,0,2392,6,1
26_40,Self-emp-inc,14,Married,Exec-managerial,Male,0,2392,50,1
61_max,Self-emp-inc,13,Married,Exec-managerial,Male,0,2392,40,1
41_60,Self-emp-inc,13,Married,Exec-managerial,Male,0,2392,60,1
61_max,Self-emp-inc,13,Married,Exec-managerial,Male,0,2392,55,1
41_60,Private,14,Married,Exec-managerial,Male,0,2392,40,1
0_25,Private,11,Married,Adm-clerical,Male,0,2377,45,0
41_60,State-gov,16,Married,Prof-specialty,Male,0,2377,60,1
26_40,Self-emp-inc,9,Married,Adm-clerical,Female,0,2377,40,1
26_40,Private,9,Married,Prof-specialty,Male,0,2377,60,0
41_60,Self-emp-not-inc,13,Married,Craft-repair,Male,0,2377,12,1
0_25,Private,10,Married,Adm-clerical,Female,0,2377,20,0
0_25,Local-gov,10,Married,Exec-managerial,Male,0,2377,40,0
0_25,Private,9,Married,Sales,Male,0,2377,40,0
61_max,Private,9,Married,Exec-managerial,Male,0,2377,26,1
41_60,Self-emp-not-inc,16,Married,Sales,Male,0,2377,25,1
41_60,Private,9,Married,Exec-managerial,Male,0,2377,45,1
41_60,Private,10,Married,Sales,Male,0,2377,55,1
41_60,State-gov,14,Married,Prof-specialty,Male,0,2377,42,1
41_60,Private,13,Married,Prof-specialty,Male,0,2377,40,1
26_40,Private,9,Married,Sales,Male,0,2377,40,0
26_40,Self-emp-inc,12,Married,Craft-repair,Male,0,2377,50,0
41_60,Private,13,Married,Prof-specialty,Male,0,2377,35,1
0_25,Private,10,Married,Exec-managerial,Male,0,2377,48,0
0_25,Private,9,Married,Craft-repair,Male,0,2377,40,0
41_60,Self-emp-inc,13,Married,Exec-managerial,Male,0,2377,50,1
41_60,Self-emp-not-inc,9,Married,Farming-fishing,Male,0,2352,50,0
41_60,Self-emp-inc,9,Married,Farming-fishing,Male,0,2352,65,0
26_40,Private,3,Single,Craft-repair,Female,0,2339,45,0
0_25,Local-gov,13,Single,Prof-specialty,Male,0,2339,55,0
41_60,Local-gov,9,Single,Farming-fishing,Male,0,2339,40,0
41_60,Private,3,Single,Handlers-cleaners,Male,0,2339,40,0
41_60,State-gov,13,Single,Prof-specialty,Female,0,2339,40,0
26_40,Self-emp-inc,10,Single,Exec-managerial,Male,0,2339,50,0
0_25,Private,13,Married,Machine-op-inspct,Male,0,2339,40,0
0_25,Private,13,Single,Prof-specialty,Female,0,2339,35,0
41_60,Private,10,Single,Adm-clerical,Female,0,2339,45,0
41_60,Local-gov,9,Single,Protective-serv,Female,0,2339,40,0
0_25,State-gov,10,Single,Exec-managerial,Male,0,2339,40,0
26_40,Private,11,Single,Prof-specialty,Female,0,2339,36,0
41_60,Self-emp-not-inc,14,Single,Sales,Female,0,2339,60,0
26_40,Private,9,Single,Craft-repair,Male,0,2339,40,0
26_40,Private,9,Single,Adm-clerical,Female,0,2339,40,0
0_25,Private,15,Single,Prof-specialty,Male,0,2339,40,0
26_40,Self-emp-not-inc,15,Single,Other-service,Female,0,2339,35,0
41_60,Private,13,Single,Prof-specialty,Male,0,2282,40,1
41_60,Local-gov,9,Married,Craft-repair,Male,0,2267,40,0
41_60,Private,3,Married,Machine-op-inspct,Male,0,2267,40,0
41_60,Local-gov,14,Married,Prof-specialty,Female,0,2267,40,0
41_60,Federal-gov,9,Single,Adm-clerical,Male,0,2258,40,0
0_25,Self-emp-not-inc,10,Single,Farming-fishing,Male,0,2258,10,0
0_25,Private,9,Single,Craft-repair,Male,0,2258,84,0
0_25,Self-emp-not-inc,10,Single,Sales,Male,0,2258,40,0
26_40,Private,13,Single,Tech-support,Female,0,2258,48,0
26_40,Private,10,Single,Machine-op-inspct,Male,0,2258,55,1
26_40,State-gov,12,Single,Adm-clerical,Male,0,2258,38,1
0_25,Private,13,Single,Exec-managerial,Female,0,2258,45,1
41_60,Federal-gov,13,Single,Adm-clerical,Male,0,2258,40,0
26_40,Private,9,Single,Craft-repair,Male,0,2258,42,1
26_40,Private,13,Single,Exec-managerial,Male,0,2258,40,1
0_25,Private,13,Single,Exec-managerial,Male,0,2258,45,1
0_25,Self-emp-not-inc,9,Single,Craft-repair,Male,0,2258,50,0
0_25,Private,13,Single,Prof-specialty,Female,0,2258,40,1
0_25,Private,14,Single,Prof-specialty,Male,0,2258,50,0
0_25,Private,8,Single,Craft-repair,Male,0,2258,42,0
26_40,Local-gov,14,Single,Prof-specialty,Female,0,2258,60,0
41_60,Private,10,Single,Adm-clerical,Female,0,2258,38,1
26_40,Private,9,Single,Exec-managerial,Male,0,2258,70,0
26_40,Federal-gov,13,Single,Tech-support,Male,0,2258,40,1
26_40,State-gov,16,Single,Exec-managerial,Female,0,2258,50,1
26_40,Self-emp-inc,10,Single,Sales,Male,0,2258,60,0
41_60,Private,10,Single,Farming-fishing,Male,0,2258,62,1
26_40,Private,9,Single,Farming-fishing,Male,0,2258,44,1
26_40,Private,9,Single,Exec-managerial,Female,0,2258,40,1
0_25,Private,13,Married,Exec-managerial,Male,0,2246,45,1
41_60,Local-gov,9,Married,Prof-specialty,Female,0,2246,40,1
41_60,Self-emp-not-inc,10,Married,Exec-managerial,Male,0,2246,40,1
41_60,Self-emp-not-inc,14,Married,Exec-managerial,Male,0,2246,8,1
61_max,Private,13,Married,Prof-specialty,Male,0,2246,40,1
61_max,Self-emp-not-inc,15,Married,Prof-specialty,Male,0,2246,28,1
0_25,Private,9,Single,Machine-op-inspct,Female,0,2238,40,0
0_25,Private,6,Single,Adm-clerical,Female,0,2238,35,0
0_25,Self-emp-not-inc,13,Single,Adm-clerical,Male,0,2231,40,1
26_40,Local-gov,5,Single,Handlers-cleaners,Male,0,2231,40,1
0_25,Local-gov,10,Single,Protective-serv,Male,0,2231,40,1
61_max,Private,9,Single,Other-service,Male,0,2206,40,0
41_60,Private,9,Single,Adm-clerical,Female,0,2206,30,0
41_60,Private,9,Single,Adm-clerical,Female,0,2206,59,0
41_60,Private,9,Single,Prof-specialty,Female,0,2206,10,0
41_60,Private,13,Single,Exec-managerial,Female,0,2206,5,0
41_60,Local-gov,13,Single,Prof-specialty,Female,0,2206,25,0
0_25,Private,10,Single,Adm-clerical,Male,0,2205,24,0
26_40,Self-emp-not-inc,10,Single,Machine-op-inspct,Male,0,2205,35,0
0_25,Private,10,Single,Adm-clerical,Female,0,2205,40,0
0_25,Private,12,Single,Other-service,Female,0,2205,18,0
26_40,Private,9,Single,Craft-repair,Male,0,2205,40,0
26_40,Private,10,Single,Other-service,Female,0,2205,40,0
0_25,Private,10,Single,Machine-op-inspct,Female,0,2205,40,0
26_40,Private,4,Single,Handlers-cleaners,Male,0,2205,40,0
41_60,Private,9,Single,Prof-specialty,Female,0,2205,40,0
26_40,Self-emp-inc,14,Single,Exec-managerial,Male,0,2201,60,1
41_60,Private,7,Married,Craft-repair,Male,0,2179,40,0
0_25,Private,4,Married,Handlers-cleaners,Male,0,2179,40,0
26_40,Self-emp-inc,11,Married,Sales,Male,0,2179,84,0
26_40,Self-emp-not-inc,4,Married,Craft-repair,Male,0,2179,40,0
41_60,Self-emp-not-inc,2,Married,Transport-moving,Male,0,2179,18,0
41_60,State-gov,10,Married,Exec-managerial,Male,0,2179,40,0
0_25,Self-emp-not-inc,9,Married,Farming-fishing,Female,0,2179,12,0
26_40,Private,9,Married,Transport-moving,Male,0,2179,45,0
0_25,Private,9,Married,Adm-clerical,Female,0,2179,40,0
26_40,Private,6,Married,Sales,Male,0,2179,52,0
26_40,Private,10,Married,Machine-op-inspct,Male,0,2179,40,0
26_40,Self-emp-not-inc,3,Married,Sales,Male,0,2179,50,0
41_60,Private,13,Married,Prof-specialty,Male,0,2179,45,0
26_40,Self-emp-not-inc,9,Married,Handlers-cleaners,Male,0,2179,40,0
0_25,Private,10,Married,Transport-moving,Male,0,2179,40,0
41_60,Private,13,Married,Prof-specialty,Male,0,2174,40,1
41_60,Self-emp-not-inc,10,Married,Exec-managerial,Male,0,2174,10,1
41_60,Private,9,Married,Handlers-cleaners,Male,0,2174,40,1
61_max,Self-emp-not-inc,15,Married,Prof-specialty,Male,0,2174,50,1
41_60,State-gov,9,Married,Adm-clerical,Male,0,2174,40,1
41_60,Federal-gov,10,Married,Exec-managerial,Male,0,2174,40,1
61_max,Private,10,Married,Prof-specialty,Male,0,2174,50,1
41_60,Private,13,Married,Prof-specialty,Male,0,2163,25,0
41_60,Self-emp-not-inc,11,Married,Prof-specialty,Male,0,2149,40,0
61_max,Self-emp-not-inc,9,Married,Sales,Male,0,2149,20,0
26_40,Private,3,Married,Machine-op-inspct,Female,0,2129,72,0
0_25,Self-emp-not-inc,7,Married,Craft-repair,Male,0,2129,55,0
26_40,Self-emp-not-inc,9,Married,Craft-repair,Male,0,2129,40,0
26_40,Federal-gov,12,Single,Adm-clerical,Male,0,2080,40,0
41_60,Private,14,Married,Prof-specialty,Male,0,2057,60,0
0_25,Private,9,Married,Transport-moving,Male,0,2057,40,0
26_40,Self-emp-not-inc,10,Married,Prof-specialty,Female,0,2057,60,0
0_25,Private,7,Married,Craft-repair,Male,0,2057,40,0
0_25,Private,9,Married,Adm-clerical,Female,0,2057,20,0
0_25,Private,10,Married,Adm-clerical,Female,0,2057,40,0
26_40,Private,9,Married,Craft-repair,Male,0,2051,60,0
0_25,Private,10,Married,Craft-repair,Male,0,2051,45,0
0_25,Private,10,Married,Adm-clerical,Male,0,2051,40,0
41_60,Private,9,Married,Transport-moving,Male,0,2051,50,0
26_40,Local-gov,9,Married,Craft-repair,Male,0,2051,40,0
26_40,Self-emp-not-inc,9,Married,Farming-fishing,Male,0,2051,20,0
0_25,Private,10,Married,Adm-clerical,Male,0,2051,40,0
26_40,Federal-gov,9,Married,Transport-moving,Male,0,2051,40,0
0_25,Private,10,Married,Craft-repair,Male,0,2051,40,0
0_25,Local-gov,13,Married,Prof-specialty,Male,0,2051,40,0
0_25,Private,10,Married,Sales,Male,0,2051,57,0
26_40,Private,9,Married,Machine-op-inspct,Male,0,2051,38,0
41_60,Private,9,Married,Craft-repair,Male,0,2051,40,0
26_40,Private,9,Married,Craft-repair,Male,0,2051,44,0
26_40,Private,9,Married,Machine-op-inspct,Male,0,2051,40,0
0_25,Private,11,Married,Tech-support,Male,0,2051,40,0
26_40,Private,9,Married,Craft-repair,Male,0,2051,40,0
0_25,Private,9,Married,Transport-moving,Male,0,2051,55,0
26_40,Private,9,Married,Craft-repair,Male,0,2051,40,0
26_40,Private,6,Married,Craft-repair,Male,0,2051,40,0
41_60,Private,9,Married,Craft-repair,Male,0,2051,20,0
26_40,Private,7,Married,Transport-moving,Male,0,2042,40,0
0_25,Private,10,Married,Handlers-cleaners,Male,0,2042,40,0
26_40,Private,10,Married,Sales,Male,0,2042,50,0
26_40,Private,9,Married,Handlers-cleaners,Male,0,2042,40,0
26_40,Self-emp-not-inc,9,Married,Craft-repair,Male,0,2042,48,0
0_25,Private,12,Married,Tech-support,Male,0,2042,10,0
0_25,Private,4,Married,Farming-fishing,Male,0,2042,40,0
0_25,Private,7,Married,Craft-repair,Male,0,2042,30,0
41_60,Private,9,Married,Protective-serv,Male,0,2042,34,0
26_40,Local-gov,9,Married,Craft-repair,Male,0,2002,40,0
26_40,Local-gov,9,Married,Other-service,Male,0,2002,45,0
41_60,Private,4,Married,Handlers-cleaners,Male,0,2002,40,0
26_40,Private,7,Married,Transport-moving,Male,0,2002,40,0
0_25,Federal-gov,13,Married,Prof-specialty,Male,0,2002,40,0
26_40,Self-emp-not-inc,9,Married,Craft-repair,Male,0,2002,40,0
0_25,Private,12,Married,Prof-specialty,Male,0,2002,42,0
0_25,Local-gov,12,Married,Protective-serv,Male,0,2002,40,0
0_25,Private,11,Married,Craft-repair,Male,0,2002,40,0
41_60,Private,13,Married,Exec-managerial,Male,0,2002,50,0
26_40,Self-emp-not-inc,13,Married,Prof-specialty,Male,0,2002,30,0
0_25,Private,13,Married,Prof-specialty,Male,0,2002,40,0
26_40,Private,9,Married,Craft-repair,Male,0,2002,60,0
26_40,Private,9,Married,Craft-repair,Female,0,2002,40,0
26_40,Private,13,Married,Sales,Male,0,2002,55,0
0_25,Private,12,Married,Prof-specialty,Male,0,2002,40,0
26_40,Private,9,Married,Transport-moving,Male,0,2002,40,0
0_25,Self-emp-inc,9,Married,Exec-managerial,Male,0,2002,40,0
26_40,Private,9,Married,Transport-moving,Male,0,2002,40,0
26_40,Private,9,Married,Sales,Male,0,2002,45,0
26_40,Self-emp-not-inc,16,Married,Transport-moving,Male,0,2002,45,0
0_25,Private,9,Single,Prof-specialty,Male,0,2001,40,0
0_25,Private,9,Single,Adm-clerical,Male,0,2001,42,0
0_25,Private,9,Single,Other-service,Male,0,2001,40,0
26_40,Federal-gov,14,Single,Adm-clerical,Male,0,2001,60,0
0_25,Private,7,Single,Craft-repair,Male,0,2001,40,0
0_25,Private,13,Single,Handlers-cleaners,Male,0,2001,40,0
0_25,Private,12,Single,Tech-support,Female,0,2001,30,0
0_25,Private,9,Single,Other-service,Male,0,2001,40,0
0_25,Private,9,Single,Adm-clerical,Male,0,2001,40,0
41_60,Private,9,Single,Prof-specialty,Female,0,2001,40,0
26_40,Self-emp-not-inc,10,Single,Craft-repair,Male,0,2001,50,0
41_60,Self-emp-not-inc,9,Single,Craft-repair,Male,0,2001,35,0
0_25,Private,9,Single,Craft-repair,Male,0,2001,50,0
0_25,Private,10,Single,Adm-clerical,Female,0,2001,40,0
0_25,Private,9,Single,Adm-clerical,Female,0,2001,37,0
41_60,Federal-gov,13,Single,Transport-moving,Male,0,2001,65,0
0_25,Local-gov,10,Single,Other-service,Female,0,2001,40,0
0_25,Private,9,Single,Machine-op-inspct,Male,0,2001,40,0
0_25,Private,9,Single,Adm-clerical,Male,0,2001,40,0
0_25,Private,10,Single,Prof-specialty,Male,0,2001,45,0
26_40,Private,9,Single,Adm-clerical,Female,0,2001,40,0
0_25,Private,13,Single,Other-service,Male,0,2001,40,0
0_25,Private,9,Single,Farming-fishing,Male,0,2001,40,0
26_40,Private,9,Single,Other-service,Female,0,2001,40,0
0_25,Private,9,Single,Other-service,Male,0,1980,40,0
0_25,Private,10,Single,Craft-repair,Male,0,1980,40,0
0_25,Private,13,Single,Sales,Female,0,1980,65,0
0_25,Self-emp-not-inc,13,Married,Exec-managerial,Male,0,1980,60,0
0_25,Federal-gov,9,Single,Craft-repair,Male,0,1980,40,0
0_25,Local-gov,12,Single,Adm-clerical,Female,0,1980,40,0
26_40,Private,9,Single,Transport-moving,Male,0,1980,46,0
26_40,Private,10,Single,Exec-managerial,Male,0,1980,45,0
26_40,Private,13,Single,Sales,Male,0,1980,56,0
0_25,Private,13,Single,Tech-support,Female,0,1980,35,0
26_40,Federal-gov,9,Single,Adm-clerical,Female,0,1980,40,0
0_25,Private,6,Single,Other-service,Female,0,1980,40,0
41_60,Private,14,Single,Adm-clerical,Female,0,1980,45,0
26_40,Private,9,Single,Machine-op-inspct,Male,0,1980,48,0
0_25,Private,11,Single,Transport-moving,Male,0,1980,60,0
0_25,Private,9,Single,Sales,Female,0,1980,40,0
0_25,Private,10,Single,Tech-support,Male,0,1980,40,0
0_25,Private,10,Single,Adm-clerical,Male,0,1980,40,0
0_25,Private,9,Single,Transport-moving,Male,0,1980,40,0
41_60,Private,10,Single,Exec-managerial,Female,0,1980,40,0
26_40,Private,9,Single,Other-service,Male,0,1980,40,0
26_40,Private,9,Single,Adm-clerical,Male,0,1980,40,0
0_25,Private,6,Single,Sales,Male,0,1980,40,0
26_40,Private,10,Married,Sales,Male,0,1977,40,1
26_40,Private,12,Married,Tech-support,Male,0,1977,60,1
26_40,Private,14,Married,Exec-managerial,Male,0,1977,65,1
26_40,Private,14,Married,Exec-managerial,Male,0,1977,45,1
26_40,Private,11,Married,Craft-repair,Male,0,1977,40,1
26_40,Self-emp-inc,13,Married,Exec-managerial,Female,0,1977,45,1
0_25,Private,15,Married,Prof-specialty,Male,0,1977,80,1
0_25,Self-emp-inc,9,Married,Sales,Female,0,1977,25,1
26_40,Private,13,Married,Prof-specialty,Female,0,1977,40,1
26_40,Private,13,Married,Sales,Male,0,1977,40,1
26_40,Self-emp-not-inc,9,Married,Exec-managerial,Male,0,1977,45,1
26_40,Local-gov,14,Married,Exec-managerial,Male,0,1977,40,1
26_40,Federal-gov,15,Married,Prof-specialty,Male,0,1977,50,1
26_40,Private,13,Married,Exec-managerial,Male,0,1977,55,1
26_40,Local-gov,14,Married,Exec-managerial,Male,0,1977,60,1
26_40,Self-emp-inc,15,Married,Prof-specialty,Male,0,1977,60,1
41_60,Self-emp-inc,15,Married,Prof-specialty,Male,0,1977,50,1
26_40,Private,15,Married,Tech-support,Male,0,1977,40,1
26_40,Local-gov,13,Married,Exec-managerial,Male,0,1977,48,1
41_60,Private,14,Married,Exec-managerial,Male,0,1977,50,1
26_40,Private,6,Married,Sales,Male,0,1977,40,1
0_25,Private,14,Married,Exec-managerial,Male,0,1977,40,1
26_40,Local-gov,13,Married,Exec-managerial,Male,0,1977,50,1
41_60,Private,14,Married,Craft-repair,Male,0,1977,44,1
26_40,Private,14,Married,Exec-managerial,Male,0,1977,60,1
26_40,Private,11,Married,Sales,Male,0,1977,50,1
26_40,Private,14,Married,Prof-specialty,Female,0,1977,40,1
26_40,Private,9,Married,Prof-specialty,Male,0,1977,40,1
26_40,Private,14,Married,Exec-managerial,Male,0,1977,40,1
0_25,Private,16,Married,Prof-specialty,Male,0,1977,40,1
26_40,Self-emp-inc,15,Married,Prof-specialty,Male,0,1977,50,1
41_60,Private,14,Married,Exec-managerial,Male,0,1977,40,1
0_25,Private,13,Married,Exec-managerial,Male,0,1977,45,1
41_60,Private,16,Married,Prof-specialty,Male,0,1977,50,1
26_40,Self-emp-not-inc,13,Married,Exec-managerial,Male,0,1977,70,1
0_25,Local-gov,13,Married,Prof-specialty,Male,0,1977,40,1
41_60,Self-emp-inc,9,Married,Exec-managerial,Male,0,1977,45,1
41_60,State-gov,14,Married,Prof-specialty,Male,0,1977,50,1
41_60,Private,9,Married,Transport-moving,Male,0,1977,60,1
26_40,Self-emp-inc,15,Married,Prof-specialty,Male,0,1977,40,1
41_60,Local-gov,14,Married,Prof-specialty,Female,0,1977,40,1
